Question,Answer,Label
관습상의 법정지상권을 인정한 예,민사,0
주택임대차보호법상의 임차주택에 대한 임대인의 지위승계에 대하여 임차인이 이의를 함으로써 승계되는 임대차관계의 구속을 면할 수 있는지 여부,민사,0
부동산 강제집행절차에서 집행력 있는 정본이 없는 채권자의 채권에 대하여 채무자가 이의를 제기하는 경우 그 이의의 완결방법,민사,0
집행력 있는 정본이 없는 채권자에 대하여 채무자가 제기한 배당이의의 소는 당사자적격이 없다고 한 사례,민사,0
수인의 근저당권자 명의로 하나의 근저당권이 설정된 경우 근저당권의 준공유관계에도 민법  이 준용되는지 여부,민사,0
일제강점기하에 일본 정부에 의하여 강제징용되어 일본국 내 기업에서 강제노동에 종사한 대한민국 국민이 위 기업을 상대로 불법행위로 인한 손해배상청구를 한 사안에서 대한민국 법원의 국제재판관할권을 인정한 사례,민사,0
외국법원에 소가 제기되어 있는 경우 동일한 사건에 대하여 우리나라 법원에 제소하는 것이 중복제소에 해당하는지 여부,민사,0
일제강점기하에 일본 정부에 의하여 강제징용되어 일본국 내 기업에서 강제노동에 종사한 대한민국 국민이 위 기업을 상대로 불법행위로 인한 손해배상청구를 한 사안에서 동일한 사건이 일본국 최고재판소에 소송 계속중이라고 하더라도 대한민국 법원에 위 소를 제기하는 것이 중복제소에 해당하지 않는다고 본 사례,민사,0
사인이 국제법에 근거하여 다른 국가 또는 그 국민을 상대로 직접 특정 청구를 할 수 있는 경우,민사,0
일제강점기하에 일본 정부에 의하여 강제징용되어 일본국 내 기업에서 강제노동에 종사한 대한민국 국민이 위 기업을 상대로 불법행위로 인한 손해배상청구를 한 사안에서 위 기업의 국제법상 손해배상책임을 부정한 사례,민사,0
일제강점기하에 일본 정부에 의하여 강제징용되어 일본국 내 기업에서 강제노동에 종사한 대한민국 국민이 위 기업을 상대로 불법행위로 인한 손해배상청구를 한 사안에서 우리나라 현행 민법의 불법행위에 관한 규정을 준거법으로 결정한 사례,민사,0
일제강점기하에 일본 정부에 의하여 강제징용되어 일본국 내 기업에서 강제노동에 종사한 대한민국 국민이 위 기업을 상대로 불법행위로 인한 손해배상청구를 한 사안에서 위 손해배상채권이 시효로 소멸하였다고 본 사례,민사,0
토지의 소유자가 붕괴 등의 위험을 예방하기 위하여 인접 토지와의 경계상에 옹벽 등의 구조물을 설치함으로 인하여 인접토지 소유자의 토지사용에 다소의 제한이 따르는 경우 구조물 설치행위의 위법성 여부,민사,0
교통공단이 전철기지창 및 정차장 부지를 조성하기 위하여 완만한 경사를 이루는 일단의 토지 중 일부의 토지만을 수용한 후 당초의 수용 목적에 따라 그 부지를 정지한 결과 연접한 토지와의 사이에 수용 전과는 달리 직각 형태의 고저 차이가 생기게 되고 그에 따른 위험방지를 위하여 그 경계상에 수직 옹벽 등의 구조물을 축조한 경우 그 옹벽 설치행위가 위법하지 않다고 한 사례,민사,0
가집행선고부 판결에 대한 상소제기로 인한 집행정지를 위한 공탁명령의 법적 성질 및 그 불복방법,민사,0
주식공개모집시 부실공시로 인한 책임을 규정한 증권거래법 에 기한 손해배상을 청구할 수 있는 자의 범위에 공개시장에서 주식을 매수한 자가 포함되는지 여부,민사,0
주식회사의외부감사에관한법률   소정의 손해배상책임을 지는 감사인의 범위,민사,0
임차인이 주택임대차보호법상의 소액임차인으로 보호받을 목적으로 임대인과 사이에 형식상 임차보증금을 소액임차인의 임차보증금 한도액 이하로 하는 임차인 자신 및 그의 처 명의의 2개의 임대차계약서를 허위로 작성하고 그에 근거하여 각각 따로 배당요구를 한 경우 그 배당요구가 적법한지 여부 및 그 배당요구가 임차인과 임대인 사이의 진정한 임대차계약에 기한 배당요구로서의 효력이 있는지 여부,민사,0
채권자가 압류목적물이 제3자의 소유임을 알았거나 용이하게 알 수 있었음에도 불구하고 그 압류상태를 계속 유지하여 불법집행으로 인한 손해배상책임을 지는 경우 그 손해 확대에 기여한 제3자의 과실을 참작하여 배상액을 결정한 사례,민사,0
채권자가 정당하게 배당받을 채권 금액 이상을 배당받는 것으로 배당표가 작성된 경우 채무자가 채권자를 상대로 채권자가 정당하게 배당받을 채권액의 확인을 구할 이익이 있는지 여부,민사,0
채무자 또는 부동산의 소유자가 근저당권자를 상대로 배당이의의 소를 제기할 원고 적격이 있는지 여부,민사,0
배당이의의 소 계속중에 배당이의의 대상인 채권의 부당이득반환을 구하는 소를 제기하는 것이 중복제소에 해당하는지 여부,민사,0
임차인이 주택임대차보호법이 정하는 대항력을 갖춘 후 임대인이 주택을 양도하였는데 양도인과 양수인간에 체결된 주택에 관한 매매계약에 대하여 사해행위취소판결이 확정된 경우 주택의 소유권과 결합하여 일체로서 이전되었던 임대차보증금반환채무가 다시 임대인에게 복귀하는지 여부,민사,0
외국중재판정의승인및집행에관한UN협약   목 소정의 국가의 공공질서에 반하는 경우인지 여부를 판단하는 기준 및 청구이의의 사유가 외국중재판정의 집행거부 사유에 해당하는 경우,민사,0
외국중재판정의승인및집행에관한UN협약상 중재판정의 일부에 대한 집행판결이 가능한지 여부,민사,0
중재판정에 따른 의무를 적법하게 이행하였음을 이유로 그 부분에 해당하는 중재판정의 집행판결 청구를 기각한 사례,민사,0
압수책임자의 압수물 보관에 있어 주의의무의 정도 및 압수물 위탁보관의 경우 그 비용 부담자,민사,0
국가가 압수물 보관자와 압수물에 대한 위탁관리계약을 체결하면서 환부 받을 자를 그 위탁관리비의 부담자로 지정하는 것은 제3자에게 의무만을 부담하게 하는 약정이므로 법률에 특별한 규정이 없는 한 그 제3자에 대하여 효력이 없다고 한 사례,민사,0
공동불법행위자 중 1인만이 제소당하여 공동면책시킨 경우 응소를 위하여 지출한 소송비용과 피해자에게 지급한 소송비용 상환액이 구상권의 범위에 속하는지 여부 및 이 경우 소송비용액의 산정기준,민사,0
공동불법행위자 중 1인이 피해자로부터 제소당하여 지출한 소송비용과 피해자에게 지급한 소송비용 상환액 중 항소 제기 이후 지출한 부분에 관하여는 민법  에 정한 '피할 수 없는 비용 기타의 손해'라고 볼 수 없는 특별한 사정이 존재한다는 이유로 다른 공동불법행위자에게 구상할 수 없다고 한 사례,민사,0
화물의 불법반출과 협회적하보험약관상의 보험사고,민사,0
협회적하보험약관 의 보험종료사유의 해석,민사,0
근로기준법   소정의 우선변제권 있는 임금채권자가 사용자 소유 부동산에 대한 강제경매절차 개시 전에 그 부동산을 가압류한 경우 경매절차에서 따로 배당요구를 한 바 없더라도 우선변제를 받을 수 있는지 여부,민사,0
강제경매절차에서 배당요구 이전에 이미 근로관계가 종료한 경우 근로기준법  에 따라 우선변제되는 임금채권의 범위,민사,0
부동산경매사건에서 배당을 실시함에 있어 지방세채권의 법정기일과 근저당권의 설정일이 같은 경우에도 지방세채권을 우선하여야 하는지 여부,민사,0
구치소장이 수용자의 가족에게 수용자의 질병 상태를 통보하지 못하였다고 하더라도 제반 사정에 비추어 행형법시행령  소정의 중환자의 통지의무를 위반한 것이라고 볼 수 없다고 한 사례,민사,0
구치소 입소 당시 건강상태가 악화된 상태에 있는 수용자에 대하여 구치소측이 무리하게 벌금에 관한 유치집행을 하고 형집행정지절차 등 적절한 조치를 취하지 아니함으로써 수용자가 가족의 간호를 받다가 사망할 수 있는 기회마저 상실한 채 사망에 이르게 하였다는 이유로 국가에 대하여 그 위자료의 배상책임을 인정한 사례,민사,0
부동산의 명의수탁자가 명의신탁자에게 그 등기를 회복시켜 주는 중간단계로서 제3자에게 소유권이전등기를 경료해 준 것이 사해행위에 해당되는지 여부,민사,0
가압류비용을 본안소송에서 소구할 이익이 있는지 여부,민사,0
채권자 불확지를 원인으로 하는 변제공탁과 압류경합을 이유로 하는 집행공탁을 아울러 할 수 있는지 여부 및 이에 대해 집행법원이 취할 조치,민사,0
민사소송법   의 재심사유인 '판결의 기초로 된 민사나 형사의 판결 기타의 재판 또는 행정처분이 다른 재판이나 행정처분에 의하여 변경된 때'의 의미,민사,0
원심판결에 민사소송법   의 재심사유인 '판결의 기초로 된 행정처분이 재판에 의하여 변경된 때'에 해당하는 사유가 있다고 보아 상고를 받아들인 사례,민사,0
어떠한 행정처분이 후에 항고소송에서 취소된 사실만으로 당해 행정처분이 곧바로 공무원의 고의 또는 과실로 인한 것으로서 불법행위를 구성한다고 단정할 수 있는지 여부 및 이 경우 국가배상책임의 성립 요건과 그 판단 기준,민사,0
사립대학이 공립대학으로 바뀜에 따라 교수·부교수의 임용권을 가지게 된 교육부장관 등이 지방자치단체장이 임용제청한 기존 사립대학의 교수·부교수를 모두 공립대학의 교수·부교수로 임용하였으나 임용제청에 앞서 이루어진 지방자치단체장의 임용심사가 합리적이고 객관적이지 못하여 기존 사립대학의 일부 교수·부교수들이 부당하게 임용제청대상에서 누락됨에 따라 결국 임용에서 제외되게 된 경우 교육부장관 등의 임용제외처분이 국가가 손해의 전보책임을 부담하는 국가배상법 의 '고의 또는 과실에 의한 위법한 행위'에 해당하지 아니한다고 본 사례,민사,0
민사소송법   후단의 사해방지참가의 요건,민사,0
말소된 근저당권설정등기의 회복등기를 구하는 본안소송에 대하여 그 후순위 근저당권자가 본안소송의 대상인 근저당권의 부존재확인을 구하는 청구를 참가소송으로서 제기할 수 있는지 여부,민사,0
파산채권자가 채권확정의 소를 제기하거나 소송을 수계할 수 있는 범위 및 파산채권확정을 구하는 소에서 파산채권신고 여부는 소송요건으로서 직권조사 사항인지 여부,민사,0
증권회사가 고객 소유의 주식을 위법하게 처분한 불법행위로 인하여 고객이 입게 된 손해액의 산정 기준 및 범위,민사,0
피해자에게 피용자의 불법행위에 대한 악의 또는 중과실이 인정되는 경우 사용자책임의 인정 여부 및 사용자책임의 면책사유인 '피해자의 중대한 과실'의 의미,민사,0
불법행위에 경합된 당사자들의 과실 정도에 관한 사실인정이나 그 비율을 정하는 것이 사실심의 전권사항인지 여부,민사,0
귀속정산에 의한 양도담보권 실행에 있어 담보부동산의 평가액이 피담보채권액에 미달하는 경우의 통지방법,민사,0
계약해제로 인한 원상회복으로서 반환하는 금전에 가산하는 민법   소정의 이자의 법적 성질 및 위 이자에 소송촉진등에관한특례법   소정의 이율을 적용할 수 있는지 여부,민사,0
변론의 방식에 관한 사항이 아닌 변론조서 기재 내용의 진실 추정 여부,민사,0
법원의 석명권 행사와 그 한계,민사,0
후순위 근저당권자가 그 근저당권에 기한 방해배제청구로서 선순위 근저당권설정등기 및 그 근저당권의 채무자를 변경하는 근저당권변경 부기등기의 각 말소등기절차의 이행을 구하는 데 대하여 선순위 근저당권자가 변론기일에 출석하여 근저당권설정등기의 채무자로부터 채무를 변제받고 타인에게 새로이 대출을 하면서 근저당권설정등기의 채무자 명의를 변경한 것이라고 진술을 하고 후순위 근저당권자가 이를 이익으로 원용한 경우 선순위 근저당권설정등기의 채무자변경의 부기등기가 경료된 경위에 관하여 재판상의 자백이 성립한 이상 선순위 근저당권자가 자신에 불이익한 자백을 하는 진의가 무엇인지 석명하여 밝혀야 할 것은 아니라고 한 사례,민사,0
주등기의 피담보채무가 소멸된 경우 주등기의 말소와 별도의 채무자의 변경을 내용으로 하는 근저당권변경 부기등기의 말소청구의 적법 여부,민사,0
구 건설산업기본법  및 구 건설산업기본법시행령  소정의 압류금지 채권에 대한 압류 및 전부명령의 효력,민사,0
판단유탈 내지 석명권불행사로 인한 심리미진의 위법이 있다는 이유로 원심판결을 파기한 사례,민사,0
부동산에 관한 경매개시결정 기입등기 이후에 체납처분에 의한 압류등기 또는 보전압류등기가 마쳐진 경우 조세채권자인 국가는 경매법원에 경락기일까지 별도의 배당요구로서 교부청구를 하여야만 배당받을 수 있는지 여부,민사,0
민법  소정의 '공정증서에 의한 유언'이 유효하기 위한 요건,민사,0
민법  소정의 '공정증서에 의한 유언'의 방식에 위배되었다는 이유로 공정증서에 의한 유언을 무효라고 한 사례,민사,0
소송계속중 당사자가 사망하고 그 상속인의 존부가 분명하지 않은 경우 법원이 취해야 할 소송절차의 진행,민사,0
가압류가 된 채권에 대하여 체납처분에 의한 압류가 있고 그에 기하여 피압류채권의 추심이 이루어진 후 그 체납처분의 기초가 된 조세부과처분이 취소된 경우 그 가압류 채권자는 조세환급금에 대한 부당이득반환청구를 할 수 있는지 여부,민사,0
동일한 채권에 대하여 강제집행절차와 체납처분절차가 경합하고 체납처분에 의한 압류채권의 추심이 이루어진 후 그 조세부과처분이 취소된 경우 국가로서는 경합하던 압류채권자에게 그 채권을 보전하거나 집행할 수 있도록 납세의무자에 대한 부당이득반환채무가 발생하였다는 사실을 통지할 주의의무가 있는지 여부,민사,0
수사단계에서 소유권을 포기한 압수물에 대하여 형사재판에서 몰수형이 선고되지 않은 경우 피압수자는 국가에 대하여 민사소송으로 그 반환을 청구할 수 있다고 본 원심의 판단을 수긍한 사례,민사,0
국유재산법  에 의한 변상금 부과처분을 근거로 한 변상금의 청구를 민사소송의 방법에 의할 수 있는지 여부,민사,0
국유재산법  에 의한 변상금 부과처분권자,민사,0
김포세관장으로부터 지정장치장의 화물관리인으로 지정받은 사단법인 관우회가 김포공항 무환화물창고 건물 내에서 사용하는 사무실은 지정장치장에 대한 지배ㆍ이용관계와는 별도로 위 사단법인이 독립한 주체로서 점유·사용하여 온 것으로 봄이 상당하다고 한 사례,민사,0
"구 부동산등기법   소정의 ""사건이 등기할 것이 아닌 때""의 의미 및 이에 해당하는 경우 등기관의 잘못으로 마쳐진 등기의 효력",민사,0
아파트에 대한 강제경매기입등기 촉탁서 중 대지권 부분의 표시는 환지전 토지로 되어 있으나 건물 부분의 표시는 정확히 기재된 경우 그 촉탁이 등기신청이 그 신청취지 자체에 의하여 법률상 허용할 수 없음이 명백한 경우에 해당한다고 볼 수 없다는 이유로 구 부동산등기법  의 사유에 해당하지 않고 같은 법   소정의 신청서에 게기한 부동산 또는 등기의 목적인 권리의 표시가 등기부와 저촉되는 때에 해당한다고 본 사례,민사,0
구 부동산등기법  단서 소정의 '즉일'의 의미,민사,0
경매법원의 등기촉탁서가 수리된 후 그에 대한 조사가 완료되어 보정할 사항이 명확하게 된 날이 언제인지 밝히지 아니한 채 단순히 등기관이 등기촉탁서를 송달받고 그 다음 업무일까지 등기를 처리하지 않았다는 점을 들어 그 등기관에게 과실이 있다고 판단한 것은 잘못이라고 한 사례,민사,0
등기관이 경매법원의 촉탁에 의한 강제경매기입등기를 처리함에 있어 촉탁서상의 부동산의 표시가 등기부와 저촉됨을 알고 이를 전화로 보정하게 한 후 약 10일 정도 경과하여 그 등기를 처리한 경우 그것이 제3자인 후순위 권리자의 권익을 침해하는 것이거나 제3자에 대하여 주의의무 위반이 있는 것이라고 보기는 어렵다고 한 사례,민사,0
경매신청의 기입등기가 이루어진 후에 제3자 명의의 소유권이전등기가 경료되고 그 제3자가 경락인이 되어 경락대금을 완납한 상태에서 그 제3자를 채무자로 하여 이루어진 가압류등기도 경락대금의 완납에 의하여 실효 되는지 여부,민사,0
경매신청의 기입등기 후에 갑 명의의 소유권이전등기가 경료되고 갑이 경락인이 되어 경락대금을 완납한 상태에서 갑의 채권자인 을이 가압류를 하였는데 경매법원의 촉탁에 의하여 갑 명의의 소유권이전등기와 을 명의의 가압류등기가 모두 말소된 다음 갑 명의로 낙찰을 원인으로 한 소유권이전등기가 이루어지고 이에 터 잡아 병 명의의 근저당권설정등기가 경료된 경우 을은 병을 상대로 말소된 가압류등기의 회복등기에 대한 승낙의 의사표시를 구할 수 없다고 한 사례,민사,0
재산관계명시결정에 민법   소정의 소멸시효 중단사유인 압류 또는 가압류 가처분에 준하는 효력이 인정되는지 여부,민사,0
사용자 소유의 수 개의 부동산 중 일부가 먼저 경매되어 그 경매대가에서 선순위임금채권자들이 우선 변제를 받은 결과 그 경매 부동산의 저당권자가 임금채권이 동시배당되는 경우보다 불이익을 받은 경우 저당권자에게 민법   후문이 유추적용되는지 여부,민사,0
저당권자가 민법   후문에 의하여 선순위임금채권자를 대위하여 배당을 받기 위하여는 경락기일까지 배당요구를 하여야 하는지 여부 및 그러한 배당요구를 하지 아니하여 저당권자에게 배당되지 아니한 금원이 후순위채권자에게 배당된 경우 그것이 법률상 원인이 없는 것인지 여부,민사,0
확정된 조정에 갈음하는 결정의 효력,민사,0
원고 주장의 장해부위가 종전소송에서 주장한 장해부위와 별개의 부위가 아니고 종전소송에서 그 노동능력 상실률에 대하여 감정까지 하여 일부 감정결과가 원고 주장과 같이 영구장해로까지 나온 경우 원고 주장의 장해로 인한 손해가 종전소송 당시 도저히 예견할 수 없을 정도로 중한 것임이 다시 밝혀지게 된 경우라고 할 수 없어 종전소송에서 확정된 조정에 갈음하는 결정의 효력이 미치지 아니하는 새로운 손해라고 볼 수 없다고 한 사례,민사,0
소제기 이전에 사망한 자를 상대로 한 상고의 적법 여부,민사,0
구 부동산소유권이전등기등에관한특별조치법에 의한 등기의 추정력이 번복되는 허위의 보증서나 확인서의 의미 및 그 허위성의 판단 방법,민사,0
등기명의인이 보증서상의 취득원인 및 소유권이전등기의 등기원인과 다른 토지 취득 경위에 관한 주장을 하고 있다는 사정만으로는 구 부동산소유권이전등기등에관한특별조치법에 의한 소유권이전등기의 추정력이 번복되었다고 볼 수 없다고 한 사례,민사,0
채권자의 일부 변제자에 대한 우선변제특약에 따른 권리가 법정대위에 의하여 당연히 이전되는지 여부,민사,0
수인이 시기를 달리하여 채권의 일부씩을 대위변제하고 근저당권 일부이전의 부기등기를 각 경료한 경우 일부대위자들 간의 배당순위,민사,0
언론의 보도에 의한 명예훼손이 성립하기 위한 '사실의 적시'의 의미,민사,0
언론매체의 기사가 타인의 명예를 훼손하여 불법행위가 되는지 여부의 판단 기준,민사,0
표현내용이 사적관계 또는 공적관계에 관한 것인지 여부에 따른 언론·출판의 자유와 명예보호 사이의 한계설정 기준의 차이,민사,0
발언의 내용이 공적관계에 관한 것이기는 하나 피해자의 사회적 가치 내지 평가를 심히 침해하는 내용인데다가 보복의 감정 또는 비방의 목적에서 비롯된 것이어서 불법행위를 구성한다고 한 사례,민사,0
사문서의 작성명의자가 그 사문서의 진정성립 여부에 관하여 부지라고 답변하였으나 그 사문서상의 인영이 자신의 진정한 인장에 의한 것임을 인정하는 취지로 진술하고 그 작성명의자가 타인에게 위임하여 발급받은 자신의 인감증명서상의 인영과 그 사문서상의 인영을 육안으로 대조하여 보아도 동일한 것으로 보이는 경우 원심으로서는 그 작성명의자에게 그 인영 부분의 진정성립 여부를 석명한 후 그에 따라 그 서증의 진부에 대한 심리를 더하여 보고 그 결과 그 사문서의 진정성립이 추정되면 그 작성명의자가 자신의 인장이 도용되었거나 위조되었음을 입증하지 아니하는 한 그 진정성립을 부정할 수 없음에도 바로 그 사문서의 형식적 증거력을 배척한 원심판결은 사문서의 진정성립에 관한 법리오해가 있다고 하여 이를 파기한 사례,민사,0
진정성립이 인정되는 처분문서의 증명력,민사,0
하나의 부동산 중 일부분에 관하여 소유권보존등기를 경료하거나 하나의 부동산에 관하여 경료된 소유권보존등기 중 일부분에 관한 등기를 말소하는 것이 허용되는지 여부,민사,0
구분소유의 목적이 되는 하나의 부동산에 대한 등기부상 표시 중 전유부분의 면적 표시가 잘못된 경우 이는 경정등기의 방법으로 바로 잡아야 하는 것이고 그 잘못 표시된 면적 만큼의 소유권보존등기의 말소를 구하는 소는 법률상 허용되지 아니하여 부적법하다고 한 사례,민사,0
채권자가 동일한 목적을 달성하기 위하여 복수의 채권을 갖고 있는 경우 어느 하나의 청구권을 행사하는 것이 다른 채권에 대한 소멸시효 중단의 효력이 있는지 여부,민사,0
헌법   및 국가배상법   단서 규정의 입법 취지 및 다른 법령에 의한 보상금청구권이 시효로 소멸된 경우 국가배상법   단서 규정이 적용되는지 여부,민사,0
공상을 입은 군인이 국가배상법에 의한 손해배상청구 소송 도중에 국가유공자등예우및지원에관한법률에 의한 국가유공자 등록신청을 하였다가 인과관계가 없어 공상군경 요건에 해당되지 않는다는 이유로 비해당결정 통보를 받고 이에 불복하지 아니한 후 위 법률에 의한 보상금청구권과 군인연금법에 의한 재해보상금청구권이 모두 시효완성된 경우 국가배상법   단서 소정의 '다른 법령에 의하여 보상을 받을 수 있는 경우'라 하여 국가배상청구를 할 수 없다고 한 사례,민사,0
파산법  의 의미,민사,0
파산채권자가 파산자에 대한 채권을 보전하기 위하여 파산재단에 관하여 파산관재인에게 속하는 권리를 대위하여 행사할 수 있는지 여부,민사,0
부동산 일괄경매시 총 대금액을 최저경매가격비율에 의하여 안분한 금액을 각 부동산의 대금액으로 하도록 규정한 민사소송법 의 규정 취지,민사,0
부동산 일괄경매에서 각 부동산의 최초의 감정평가액이 저감한 비율이 달라진 경우 달리 저감된 각 부동산의 최저 입찰가격 비율이 아닌 최초 입찰가격 비율을 기초로 안분하여 각 부동산의 개별대금을 산정한 원심의 조치를 정당하다고 한 사례,민사,0
기판력의 객관적 범위,민사,0
갑이 을을 대위하여 병을 상대로 취득시효 완성을 원인으로 한 소유권이전등기 소송을 제기하였다가 을을 대위할 피보전채권의 부존재를 이유로 소각하 판결을 선고받고 확정된 후 병이 제기한 토지인도 소송에서 갑이 다시 위와 같은 권리가 있음을 항변사유로서 주장하는 것은 기판력에 저촉되어 허용될 수 없다고 한 사례,민사,0
민사소송법   각 호 소정의 재심사유를 상고이유로 삼을 수 있는지 여부 및 기판력의 효력이 차단되는 '변론종결 후에 발생한 새로운 사유'의 의미,민사,0
채권자가 제기한 배당이의의 소에서 피고의 채권이 존재하지 않는 것으로 인정되는 경우 계쟁 배당부분 중 원고의 배당액을 계산함에 있어서 이의신청을 하지 아니한 다른 채권자의 채권을 참작할 필요가 있는지 여부,민사,0
채권자가 제기한 배당이의의 소에서 피고의 채권이 존재하지 않아 그 배당액 전액이 이의신청을 하지 아니한 원고의 선순위 채권자에게 배당되어야 한다는 이유를 들어 원고의 당사자적격을 부인한 원심판결을 파기한 사례,민사,0
자동차종합보험의 보험자의 보험금지급의무 및 방어의무 불이행으로 인한 피보험자에 대한 손해배상책임의 범위에 관한 사례,민사,0
저당권자의 물상대위권의 행사 방법과 그 시한 및 이를 제한하는 취지,민사,0
신주발행무효의 소 계속중 원고 적격의 근거가 되는 주식이 양도된 경우에 주식 양수인이 소송에 승계참가할 수 있는지 여부,민사,0
신주발행무효의 소에 승계참가하는 경우에 그 제소기간 준수 여부의 판단기준시,민사,0
명의개서절차를 거치지 않은 채 신주발행무효소송에 승계참가한 주식양수인이 사실심 변론종결 이전에 주주명부에 명의개서를 마친 후 소송관계를 표명하고 증거조사의 결과에 대하여 변론을 한 경우 명의개서 이전에 행하여진 소송절차상의 하자가 치유되는지 여부,민사,0
신주발행이 선량한 풍속 기타 사회질서에 반하여 현저히 불공정한 방법으로 이루어진 것으로서 무효라고 판단한 사례,민사,0
확정판결에 의해 명의수탁자로부터 신탁재산을 취득한 제3자의 권리행사가 권리남용으로서 허용되지 않는 경우,민사,0
명의수탁자와 제3자 사이의 인낙조서에 의해 명의신탁된 토지의 소유권이 제3자에게 이전되었으나 인낙조서의 성립이 명의수탁자의 불법행위에 기한 것이고 제3자가 불법행위에 적극 가담하였다면 제3자가 토지의 소유자임을 전제로 명의신탁자에게 토지의 점유·사용으로 인한 부당이득반환청구를 하는 것은 권리남용에 해당한다고 한 사례,민사,0
채권자취소권 행사기간의 성질 및 그 기간 경과에 대하여 의심할 만한 사정이 없는 경우 법원의 직권증거조사의무의 존부,민사,0
채권자취소의 소에서 채권자가 취소원인을 안다고 하는 것의 의미 및 채권자가 채무자 소유의 부동산에 대한 가압류신청시 등기부등본에 수익자 명의의 근저당권설정등기가 경료되어 있었다는 사실만으로 채권자가 가압류신청 당시 취소원인을 알았다고 인정할 수 있는지 여부,민사,0
근저당권설정계약이 사해행위로 취소되었으나 당해 부동산이 이미 입찰절차에서 낙찰되어 대금이 완납된 경우 채권자취소권의 행사에 따른 원상회복의 방법,민사,0
채권자취소의 소에서 수익자가 가액배상을 할 경우 수익자 자신도 채무자에 대한 채권자 중의 1인이라는 이유로 취소채권자에게 자기 채권에 해당하는 안분액의 배분을 청구하거나 상계를 주장하여 안분액의 지급을 거절할 수 있는지 여부,민사,0
당사자 본인이 아닌 당사자의 대리인을 심문한 경우 중재판정 취소사유인 구 중재법    소정의 '중재절차에 있어 정당한 사유 없이 당사자를 심문하지 아니한 경우'에 해당하지 않는다고 한 사례,민사,0
중재판정의 취소사유인 구 중재법    소정의 '중재판정에 이유를 붙이지 아니하였을 때'의 의미,민사,0
민사소송법    소정의 재심사유인 '판결에 영향을 미칠 중요한 사항에 관하여 판단을 유탈한 때'의 의미,민사,0
법률행위의 성립 과정에서 강박이라는 불법적 방법이 사용됨에 불과한 경우 그 법률행위가 민법  소정의 반사회질서의 법률행위로서 무효인지 여부,민사,0
비진의의사표시에 있어서의 '진의'의 의미 및 표의자가 강박에 의하여 증여의 의사표시를 한 경우 비진의의사표시에 해당하는지 여부,민사,0
채무불이행의 성립요건인 '위법성'의 의미,민사,0
강박에 의하여 원고에게 부동산에 관한 증여의 의사표시를 한 피고가 그 취소권을 행사하지 않은 채 그 부동산을 제3자에게 이중양도하고 취소권의 제척기간 마저 도과하여 버린 후 그 이중양도계약에 기하여 제3자에게 부동산에 관한 소유권이전등기를 경료하여 줌으로써 원고에 대한 증여계약상의 소유권이전등기의무를 이행불능케 한 경우 피고의 원고에 대한 증여계약 자체에 대한 채무불이행이 성립하고 피고의 위와 같은 이중양도행위가 사회상규에 위배되지 않는 정당행위 등에 해당하여 위법성이 조각된다고 볼 수 없다고 한 사례,민사,0
기판력의 객관적 범위,민사,0
소송 외에서 전문적인 학식과 경험이 있는 자가 작성한 감정의견서가 서증으로 제출된 경우 법원이 이를 사실인정의 자료로 삼을 수 있는지 여부,민사,0
